biweek,year,loc,cases,pop
9,1908,PHILADELPHIA,1012,1503190.395
10,1908,PHILADELPHIA,1032,1504210.077
11,1908,PHILADELPHIA,838,1505230.676
12,1908,PHILADELPHIA,531,1506252.2
13,1908,PHILADELPHIA,354,1507274.653
14,1908,PHILADELPHIA,236,1508298.043
15,1908,PHILADELPHIA,124,1509322.376
16,1908,PHILADELPHIA,60,1510347.658
17,1908,PHILADELPHIA,41,1511373.896
18,1908,PHILADELPHIA,15,1512401.095
19,1908,PHILADELPHIA,25,1513429.262
20,1908,PHILADELPHIA,25,1514458.404
21,1908,PHILADELPHIA,39,1515488.526
22,1908,PHILADELPHIA,58,1516519.635
23,1908,PHILADELPHIA,71,1517551.738
24,1908,PHILADELPHIA,82,1518584.84
25,1908,PHILADELPHIA,112,1519618.948
26,1908,PHILADELPHIA,137,1520654.069
1,1909,PHILADELPHIA,187,1521690.208
2,1909,PHILADELPHIA,182,1522727.372
3,1909,PHILADELPHIA,156,1523765.566
4,1909,PHILADELPHIA,273,1524804.799
5,1909,PHILADELPHIA,380,1525845.075
6,1909,PHILADELPHIA,412,1526886.401
7,1909,PHILADELPHIA,377,1527928.784
8,1909,PHILADELPHIA,453,1528972.229
9,1909,PHILADELPHIA,572,1530016.744
10,1909,PHILADELPHIA,574,1531062.334
11,1909,PHILADELPHIA,466,1532109.005
12,1909,PHILADELPHIA,361,1533156.764
13,1909,PHILADELPHIA,195,1534205.618
14,1909,PHILADELPHIA,116,1535255.572
15,1909,PHILADELPHIA,73,1536306.633
16,1909,PHILADELPHIA,33,1537358.807
17,1909,PHILADELPHIA,24,1538412.101
18,1909,PHILADELPHIA,16,1539466.521
19,1909,PHILADELPHIA,16,1540522.072
20,1909,PHILADELPHIA,20,1541578.763
21,1909,PHILADELPHIA,NA,1542636.598
22,1909,PHILADELPHIA,16,1543695.583
23,1909,PHILADELPHIA,26,1544755.727
24,1909,PHILADELPHIA,40,1545817.034
25,1909,PHILADELPHIA,36,1546879.511
26,1909,PHILADELPHIA,29,1547943.164
1,1910,PHILADELPHIA,34,1549008
2,1910,PHILADELPHIA,41,1550074.021
3,1910,PHILADELPHIA,66,1551141.217
4,1910,PHILADELPHIA,83,1552209.573
5,1910,PHILADELPHIA,66,1553279.074
6,1910,PHILADELPHIA,102,1554349.706
7,1910,PHILADELPHIA,159,1555421.455
8,1910,PHILADELPHIA,200,1556494.306
9,1910,PHILADELPHIA,551,1557568.244
10,1910,PHILADELPHIA,672,1558643.255
11,1910,PHILADELPHIA,NA,1559719.325
12,1910,PHILADELPHIA,694,1560796.439
13,1910,PHILADELPHIA,370,1561874.583
14,1910,PHILADELPHIA,164,1562953.741
15,1910,PHILADELPHIA,NA,1564033.901
16,1910,PHILADELPHIA,76,1565115.046
17,1910,PHILADELPHIA,NA,1566197.163
18,1910,PHILADELPHIA,38,1567280.238
19,1910,PHILADELPHIA,14,1568364.255
20,1910,PHILADELPHIA,NA,1569449.2
21,1910,PHILADELPHIA,NA,1570535.059
22,1910,PHILADELPHIA,NA,1571621.817
23,1910,PHILADELPHIA,NA,1572709.46
24,1910,PHILADELPHIA,NA,1573797.973
25,1910,PHILADELPHIA,312,1574887.343
26,1910,PHILADELPHIA,410,1575977.553
1,1911,PHILADELPHIA,543,1577068.59
2,1911,PHILADELPHIA,901,1578160.44
3,1911,PHILADELPHIA,983,1579253.087
4,1911,PHILADELPHIA,865,1580346.518
5,1911,PHILADELPHIA,981,1581440.718
6,1911,PHILADELPHIA,1341,1582535.672
7,1911,PHILADELPHIA,1490,1583631.367
8,1911,PHILADELPHIA,1435,1584727.786
9,1911,PHILADELPHIA,1182,1585824.917
10,1911,PHILADELPHIA,843,1586922.744
11,1911,PHILADELPHIA,482,1588021.253
12,1911,PHILADELPHIA,266,1589120.43
13,1911,PHILADELPHIA,97,1590220.259
14,1911,PHILADELPHIA,60,1591320.727
15,1911,PHILADELPHIA,26,1592421.82
16,1911,PHILADELPHIA,22,1593523.522
17,1911,PHILADELPHIA,22,1594625.819
18,1911,PHILADELPHIA,12,1595728.696
19,1911,PHILADELPHIA,7,1596832.14
20,1911,PHILADELPHIA,11,1597936.135
21,1911,PHILADELPHIA,11,1599040.668
22,1911,PHILADELPHIA,8,1600145.723
23,1911,PHILADELPHIA,24,1601251.287
24,1911,PHILADELPHIA,15,1602357.344
25,1911,PHILADELPHIA,24,1603463.881
26,1911,PHILADELPHIA,14,1604570.882
1,1912,PHILADELPHIA,17,1605678.333
2,1912,PHILADELPHIA,33,1606786.221
3,1912,PHILADELPHIA,28,1607894.529
4,1912,PHILADELPHIA,24,1609003.245
5,1912,PHILADELPHIA,47,1610112.352
6,1912,PHILADELPHIA,56,1611221.838
7,1912,PHILADELPHIA,65,1612331.687
8,1912,PHILADELPHIA,40,1613441.885
9,1912,PHILADELPHIA,65,1614552.417
10,1912,PHILADELPHIA,90,1615663.269
11,1912,PHILADELPHIA,65,1616774.427
12,1912,PHILADELPHIA,71,1617885.876
13,1912,PHILADELPHIA,55,1618997.601
14,1912,PHILADELPHIA,29,1620109.588
15,1912,PHILADELPHIA,14,1621221.823
16,1912,PHILADELPHIA,11,1622334.29
17,1912,PHILADELPHIA,20,1623446.977
18,1912,PHILADELPHIA,14,1624559.867
19,1912,PHILADELPHIA,17,1625672.947
20,1912,PHILADELPHIA,NA,1626786.202
21,1912,PHILADELPHIA,84,1627899.617
22,1912,PHILADELPHIA,125,1629013.179
23,1912,PHILADELPHIA,132,1630126.872
24,1912,PHILADELPHIA,237,1631240.683
25,1912,PHILADELPHIA,356,1632354.596
26,1912,PHILADELPHIA,382,1633468.597
1,1913,PHILADELPHIA,566,1634582.672
2,1913,PHILADELPHIA,696,1635696.807
3,1913,PHILADELPHIA,1088,1636810.986
4,1913,PHILADELPHIA,1608,1637925.195
5,1913,PHILADELPHIA,1908,1639039.42
6,1913,PHILADELPHIA,NA,1640153.646
7,1913,PHILADELPHIA,NA,1641267.86
8,1913,PHILADELPHIA,1472,1642382.045
9,1913,PHILADELPHIA,1060,1643496.189
10,1913,PHILADELPHIA,660,1644610.275
11,1913,PHILADELPHIA,556,1645724.291
12,1913,PHILADELPHIA,402,1646838.221
13,1913,PHILADELPHIA,270,1647952.051
14,1913,PHILADELPHIA,198,1649065.766
15,1913,PHILADELPHIA,82,1650179.353
16,1913,PHILADELPHIA,NA,1651292.796
17,1913,PHILADELPHIA,NA,1652406.08
18,1913,PHILADELPHIA,NA,1653519.193
19,1913,PHILADELPHIA,12,1654632.118
20,1913,PHILADELPHIA,31,1655744.842
21,1913,PHILADELPHIA,15,1656857.35
22,1913,PHILADELPHIA,20,1657969.627
23,1913,PHILADELPHIA,26,1659081.66
24,1913,PHILADELPHIA,52,1660193.433
25,1913,PHILADELPHIA,53,1661304.932
26,1913,PHILADELPHIA,74,1662416.143
1,1914,PHILADELPHIA,153,1663527.051
2,1914,PHILADELPHIA,233,1664637.642
3,1914,PHILADELPHIA,423,1665747.901
4,1914,PHILADELPHIA,431,1666857.813
5,1914,PHILADELPHIA,737,1667967.365
6,1914,PHILADELPHIA,809,1669076.542
7,1914,PHILADELPHIA,818,1670185.328
8,1914,PHILADELPHIA,690,1671293.711
9,1914,PHILADELPHIA,480,1672401.675
10,1914,PHILADELPHIA,523,1673509.206
11,1914,PHILADELPHIA,377,1674616.288
12,1914,PHILADELPHIA,225,1675722.909
13,1914,PHILADELPHIA,121,1676829.053
14,1914,PHILADELPHIA,85,1677934.707
15,1914,PHILADELPHIA,81,1679039.854
16,1914,PHILADELPHIA,32,1680144.481
17,1914,PHILADELPHIA,25,1681248.574
18,1914,PHILADELPHIA,25,1682352.118
19,1914,PHILADELPHIA,26,1683455.098
20,1914,PHILADELPHIA,38,1684557.5
21,1914,PHILADELPHIA,83,1685659.31
22,1914,PHILADELPHIA,34,1686760.512
23,1914,PHILADELPHIA,53,1687861.093
24,1914,PHILADELPHIA,105,1688961.038
25,1914,PHILADELPHIA,120,1690060.333
26,1914,PHILADELPHIA,144,1691158.963
1,1915,PHILADELPHIA,191,1692256.913
2,1915,PHILADELPHIA,222,1693354.17
3,1915,PHILADELPHIA,246,1694450.718
4,1915,PHILADELPHIA,462,1695546.543
5,1915,PHILADELPHIA,666,1696641.631
6,1915,PHILADELPHIA,327,1697735.967
7,1915,PHILADELPHIA,912,1698829.537
8,1915,PHILADELPHIA,1227,1699922.326
9,1915,PHILADELPHIA,1510,1701014.319
10,1915,PHILADELPHIA,1760,1702105.503
11,1915,PHILADELPHIA,1674,1703195.863
12,1915,PHILADELPHIA,1644,1704285.384
13,1915,PHILADELPHIA,1038,1705374.052
14,1915,PHILADELPHIA,588,1706461.852
15,1915,PHILADELPHIA,260,1707548.77
16,1915,PHILADELPHIA,180,1708634.791
17,1915,PHILADELPHIA,102,1709719.901
18,1915,PHILADELPHIA,51,1710804.085
19,1915,PHILADELPHIA,21,1711887.33
20,1915,PHILADELPHIA,42,1712969.619
21,1915,PHILADELPHIA,42,1714050.94
22,1915,PHILADELPHIA,68,1715131.277
23,1915,PHILADELPHIA,66,1716210.616
24,1915,PHILADELPHIA,114,1717288.943
25,1915,PHILADELPHIA,112,1718366.242
26,1915,PHILADELPHIA,127,1719442.5
1,1916,PHILADELPHIA,243,1720517.702
2,1916,PHILADELPHIA,371,1721591.834
3,1916,PHILADELPHIA,443,1722664.881
4,1916,PHILADELPHIA,614,1723736.828
5,1916,PHILADELPHIA,743,1724807.661
6,1916,PHILADELPHIA,853,1725877.366
7,1916,PHILADELPHIA,940,1726945.928
8,1916,PHILADELPHIA,922,1728013.333
9,1916,PHILADELPHIA,950,1729079.566
10,1916,PHILADELPHIA,707,1730144.612
11,1916,PHILADELPHIA,555,1731208.458
12,1916,PHILADELPHIA,508,1732271.088
13,1916,PHILADELPHIA,342,1733332.489
14,1916,PHILADELPHIA,182,1734392.646
15,1916,PHILADELPHIA,137,1735451.543
16,1916,PHILADELPHIA,65,1736509.168
17,1916,PHILADELPHIA,49,1737565.504
18,1916,PHILADELPHIA,16,1738620.539
19,1916,PHILADELPHIA,12,1739674.257
20,1916,PHILADELPHIA,6,1740726.644
21,1916,PHILADELPHIA,13,1741777.685
22,1916,PHILADELPHIA,15,1742827.366
23,1916,PHILADELPHIA,15,1743875.672
24,1916,PHILADELPHIA,32,1744922.589
25,1916,PHILADELPHIA,34,1745968.103
26,1916,PHILADELPHIA,17,1747012.199
1,1917,PHILADELPHIA,16,1748054.862
2,1917,PHILADELPHIA,30,1749096.078
3,1917,PHILADELPHIA,43,1750135.833
4,1917,PHILADELPHIA,60,1751174.111
5,1917,PHILADELPHIA,140,1752210.899
6,1917,PHILADELPHIA,205,1753246.183
7,1917,PHILADELPHIA,195,1754279.946
8,1917,PHILADELPHIA,282,1755312.176
9,1917,PHILADELPHIA,290,1756342.858
10,1917,PHILADELPHIA,315,1757371.976
11,1917,PHILADELPHIA,441,1758399.517
12,1917,PHILADELPHIA,589,1759425.467
13,1917,PHILADELPHIA,333,1760449.81
14,1917,PHILADELPHIA,146,1761472.532
15,1917,PHILADELPHIA,92,1762493.619
16,1917,PHILADELPHIA,51,1763513.056
17,1917,PHILADELPHIA,11,1764530.829
18,1917,PHILADELPHIA,11,1765546.923
19,1917,PHILADELPHIA,13,1766561.323
20,1917,PHILADELPHIA,13,1767574.017
21,1917,PHILADELPHIA,12,1768584.988
22,1917,PHILADELPHIA,32,1769594.222
23,1917,PHILADELPHIA,33,1770601.705
24,1917,PHILADELPHIA,32,1771607.422
25,1917,PHILADELPHIA,101,1772611.359
26,1917,PHILADELPHIA,131,1773613.502
1,1918,PHILADELPHIA,90,1774613.836
2,1918,PHILADELPHIA,163,1775612.346
3,1918,PHILADELPHIA,272,1776609.018
4,1918,PHILADELPHIA,417,1777603.837
5,1918,PHILADELPHIA,662,1778596.789
6,1918,PHILADELPHIA,1059,1779587.86
7,1918,PHILADELPHIA,1366,1780577.035
8,1918,PHILADELPHIA,1395,1781564.299
9,1918,PHILADELPHIA,1767,1782549.639
10,1918,PHILADELPHIA,1690,1783533.038
11,1918,PHILADELPHIA,1861,1784514.484
12,1918,PHILADELPHIA,1234,1785493.962
13,1918,PHILADELPHIA,598,1786471.457
14,1918,PHILADELPHIA,308,1787446.954
15,1918,PHILADELPHIA,227,1788420.439
16,1918,PHILADELPHIA,117,1789391.899
17,1918,PHILADELPHIA,44,1790361.317
18,1918,PHILADELPHIA,28,1791328.68
19,1918,PHILADELPHIA,26,1792293.973
20,1918,PHILADELPHIA,19,1793257.182
21,1918,PHILADELPHIA,31,1794218.292
22,1918,PHILADELPHIA,16,1795177.289
23,1918,PHILADELPHIA,16,1796134.158
24,1918,PHILADELPHIA,3,1797088.885
25,1918,PHILADELPHIA,17,1798041.455
26,1918,PHILADELPHIA,25,1798991.854
1,1919,PHILADELPHIA,27,1799940.067
2,1919,PHILADELPHIA,34,1800886.08
3,1919,PHILADELPHIA,26,1801829.879
4,1919,PHILADELPHIA,32,1802771.448
5,1919,PHILADELPHIA,66,1803710.774
6,1919,PHILADELPHIA,100,1804647.842
7,1919,PHILADELPHIA,92,1805582.637
8,1919,PHILADELPHIA,260,1806515.146
9,1919,PHILADELPHIA,277,1807445.352
10,1919,PHILADELPHIA,286,1808373.243
11,1919,PHILADELPHIA,257,1809298.803
12,1919,PHILADELPHIA,292,1810222.018
13,1919,PHILADELPHIA,265,1811142.874
14,1919,PHILADELPHIA,178,1812061.356
15,1919,PHILADELPHIA,123,1812977.449
16,1919,PHILADELPHIA,69,1813891.139
17,1919,PHILADELPHIA,41,1814802.413
18,1919,PHILADELPHIA,39,1815711.254
19,1919,PHILADELPHIA,38,1816617.649
20,1919,PHILADELPHIA,42,1817521.582
21,1919,PHILADELPHIA,54,1818423.041
22,1919,PHILADELPHIA,81,1819322.01
23,1919,PHILADELPHIA,131,1820218.474
24,1919,PHILADELPHIA,213,1821112.42
25,1919,PHILADELPHIA,246,1822003.833
26,1919,PHILADELPHIA,235,1822892.697
1,1920,PHILADELPHIA,660,1823779
2,1920,PHILADELPHIA,1048,1824662.727
3,1920,PHILADELPHIA,852,1825543.873
4,1920,PHILADELPHIA,1145,1826422.43
5,1920,PHILADELPHIA,1244,1827298.395
6,1920,PHILADELPHIA,1273,1828171.762
7,1920,PHILADELPHIA,1312,1829042.524
8,1920,PHILADELPHIA,1219,1829910.678
9,1920,PHILADELPHIA,1132,1830776.217
10,1920,PHILADELPHIA,964,1831639.136
11,1920,PHILADELPHIA,919,1832499.43
12,1920,PHILADELPHIA,553,1833357.093
13,1920,PHILADELPHIA,279,1834212.12
14,1920,PHILADELPHIA,144,1835064.505
15,1920,PHILADELPHIA,88,1835914.243
16,1920,PHILADELPHIA,45,1836761.329
17,1920,PHILADELPHIA,16,1837605.758
18,1920,PHILADELPHIA,7,1838447.523
19,1920,PHILADELPHIA,10,1839286.619
20,1920,PHILADELPHIA,9,1840123.042
21,1920,PHILADELPHIA,12,1840956.785
22,1920,PHILADELPHIA,10,1841787.843
23,1920,PHILADELPHIA,12,1842616.212
24,1920,PHILADELPHIA,16,1843441.884
25,1920,PHILADELPHIA,25,1844264.856
26,1920,PHILADELPHIA,36,1845085.121
1,1921,PHILADELPHIA,54,1845902.674
2,1921,PHILADELPHIA,37,1846717.51
3,1921,PHILADELPHIA,66,1847529.624
4,1921,PHILADELPHIA,111,1848339.01
5,1921,PHILADELPHIA,133,1849145.662
6,1921,PHILADELPHIA,133,1849949.575
7,1921,PHILADELPHIA,97,1850750.744
8,1921,PHILADELPHIA,158,1851549.163
9,1921,PHILADELPHIA,121,1852344.828
10,1921,PHILADELPHIA,105,1853137.732
11,1921,PHILADELPHIA,111,1853927.87
12,1921,PHILADELPHIA,72,1854715.237
13,1921,PHILADELPHIA,60,1855499.827
14,1921,PHILADELPHIA,32,1856281.635
15,1921,PHILADELPHIA,15,1857060.656
16,1921,PHILADELPHIA,11,1857836.884
17,1921,PHILADELPHIA,6,1858610.313
18,1921,PHILADELPHIA,5,1859380.939
19,1921,PHILADELPHIA,4,1860148.756
20,1921,PHILADELPHIA,6,1860913.759
21,1921,PHILADELPHIA,5,1861675.941
22,1921,PHILADELPHIA,6,1862435.298
23,1921,PHILADELPHIA,2,1863191.825
24,1921,PHILADELPHIA,11,1863945.515
25,1921,PHILADELPHIA,11,1864696.364
26,1921,PHILADELPHIA,8,1865444.366
1,1922,PHILADELPHIA,6,1866189.516
2,1922,PHILADELPHIA,26,1866931.808
3,1922,PHILADELPHIA,17,1867671.237
4,1922,PHILADELPHIA,43,1868407.797
5,1922,PHILADELPHIA,40,1869141.484
6,1922,PHILADELPHIA,59,1869872.291
7,1922,PHILADELPHIA,78,1870600.214
8,1922,PHILADELPHIA,131,1871325.246
9,1922,PHILADELPHIA,201,1872047.383
10,1922,PHILADELPHIA,317,1872766.618
11,1922,PHILADELPHIA,429,1873482.948
12,1922,PHILADELPHIA,504,1874196.366
13,1922,PHILADELPHIA,533,1874906.866
14,1922,PHILADELPHIA,367,1875614.444
15,1922,PHILADELPHIA,304,1876319.094
16,1922,PHILADELPHIA,203,1877020.811
17,1922,PHILADELPHIA,104,1877719.589
18,1922,PHILADELPHIA,99,1878415.423
19,1922,PHILADELPHIA,138,1879108.307
20,1922,PHILADELPHIA,208,1879798.236
21,1922,PHILADELPHIA,528,1880485.205
22,1922,PHILADELPHIA,1252,1881169.208
23,1922,PHILADELPHIA,2931,1881850.24
24,1922,PHILADELPHIA,5187,1882528.296
25,1922,PHILADELPHIA,5365,1883203.369
26,1922,PHILADELPHIA,2616,1883875.455
1,1923,PHILADELPHIA,1956,1884544.548
2,1923,PHILADELPHIA,1533,1885210.643
3,1923,PHILADELPHIA,1142,1885873.734
4,1923,PHILADELPHIA,742,1886533.817
5,1923,PHILADELPHIA,598,1887190.884
6,1923,PHILADELPHIA,474,1887844.933
7,1923,PHILADELPHIA,287,1888495.955
8,1923,PHILADELPHIA,236,1889143.948
9,1923,PHILADELPHIA,177,1889788.904
10,1923,PHILADELPHIA,187,1890430.818
11,1923,PHILADELPHIA,128,1891069.686
12,1923,PHILADELPHIA,85,1891705.502
13,1923,PHILADELPHIA,58,1892338.26
14,1923,PHILADELPHIA,24,1892967.955
15,1923,PHILADELPHIA,27,1893594.581
16,1923,PHILADELPHIA,11,1894218.134
17,1923,PHILADELPHIA,11,1894838.607
18,1923,PHILADELPHIA,7,1895455.996
19,1923,PHILADELPHIA,17,1896070.295
20,1923,PHILADELPHIA,13,1896681.498
21,1923,PHILADELPHIA,18,1897289.6
22,1923,PHILADELPHIA,23,1897894.596
23,1923,PHILADELPHIA,29,1898496.481
24,1923,PHILADELPHIA,44,1899095.248
25,1923,PHILADELPHIA,70,1899690.893
26,1923,PHILADELPHIA,63,1900283.409
1,1924,PHILADELPHIA,54,1900872.793
2,1924,PHILADELPHIA,63,1901459.038
3,1924,PHILADELPHIA,91,1902042.138
4,1924,PHILADELPHIA,96,1902622.09
5,1924,PHILADELPHIA,122,1903198.886
6,1924,PHILADELPHIA,206,1903772.522
7,1924,PHILADELPHIA,227,1904342.992
8,1924,PHILADELPHIA,280,1904910.291
9,1924,PHILADELPHIA,317,1905474.414
10,1924,PHILADELPHIA,298,1906035.355
11,1924,PHILADELPHIA,275,1906593.108
12,1924,PHILADELPHIA,337,1907147.668
13,1924,PHILADELPHIA,338,1907699.031
14,1924,PHILADELPHIA,225,1908247.19
15,1924,PHILADELPHIA,123,1908792.14
16,1924,PHILADELPHIA,81,1909333.875
17,1924,PHILADELPHIA,29,1909872.391
18,1924,PHILADELPHIA,17,1910407.682
19,1924,PHILADELPHIA,14,1910939.742
20,1924,PHILADELPHIA,19,1911468.566
21,1924,PHILADELPHIA,34,1911994.149
22,1924,PHILADELPHIA,51,1912516.484
23,1924,PHILADELPHIA,57,1913035.568
24,1924,PHILADELPHIA,55,1913551.394
25,1924,PHILADELPHIA,100,1914063.958
26,1924,PHILADELPHIA,78,1914573.252
1,1925,PHILADELPHIA,127,1915079.273
2,1925,PHILADELPHIA,195,1915582.015
3,1925,PHILADELPHIA,278,1916081.472
4,1925,PHILADELPHIA,395,1916577.639
5,1925,PHILADELPHIA,578,1917070.511
6,1925,PHILADELPHIA,710,1917560.082
7,1925,PHILADELPHIA,779,1918046.347
8,1925,PHILADELPHIA,931,1918529.3
9,1925,PHILADELPHIA,700,1919008.936
10,1925,PHILADELPHIA,435,1919485.249
11,1925,PHILADELPHIA,667,1919958.235
12,1925,PHILADELPHIA,589,1920427.888
13,1925,PHILADELPHIA,279,1920894.202
14,1925,PHILADELPHIA,157,1921357.171
15,1925,PHILADELPHIA,62,1921816.792
16,1925,PHILADELPHIA,20,1922273.057
17,1925,PHILADELPHIA,21,1922725.962
18,1925,PHILADELPHIA,19,1923175.502
19,1925,PHILADELPHIA,27,1923621.671
20,1925,PHILADELPHIA,13,1924064.463
21,1925,PHILADELPHIA,25,1924503.873
22,1925,PHILADELPHIA,82,1924939.896
23,1925,PHILADELPHIA,82,1925372.526
24,1925,PHILADELPHIA,126,1925801.758
25,1925,PHILADELPHIA,131,1926227.587
26,1925,PHILADELPHIA,180,1926650.006
1,1926,PHILADELPHIA,430,1927069.012
2,1926,PHILADELPHIA,672,1927484.597
3,1926,PHILADELPHIA,870,1927896.758
4,1926,PHILADELPHIA,1124,1928305.488
5,1926,PHILADELPHIA,1027,1928710.782
6,1926,PHILADELPHIA,1463,1929112.635
7,1926,PHILADELPHIA,1603,1929511.041
8,1926,PHILADELPHIA,1532,1929905.995
9,1926,PHILADELPHIA,1192,1930297.492
10,1926,PHILADELPHIA,947,1930685.526
11,1926,PHILADELPHIA,560,1931070.091
12,1926,PHILADELPHIA,402,1931451.182
13,1926,PHILADELPHIA,219,1931828.795
14,1926,PHILADELPHIA,123,1932202.922
15,1926,PHILADELPHIA,63,1932573.56
16,1926,PHILADELPHIA,22,1932940.703
17,1926,PHILADELPHIA,12,1933304.344
18,1926,PHILADELPHIA,4,1933664.48
19,1926,PHILADELPHIA,6,1934021.104
20,1926,PHILADELPHIA,5,1934374.211
21,1926,PHILADELPHIA,4,1934723.796
22,1926,PHILADELPHIA,10,1935069.853
23,1926,PHILADELPHIA,8,1935412.376
24,1926,PHILADELPHIA,15,1935751.361
25,1926,PHILADELPHIA,4,1936086.802
26,1926,PHILADELPHIA,14,1936418.694
1,1927,PHILADELPHIA,8,1936747.031
2,1927,PHILADELPHIA,12,1937071.808
3,1927,PHILADELPHIA,9,1937393.019
4,1927,PHILADELPHIA,22,1937710.659
5,1927,PHILADELPHIA,51,1938024.723
6,1927,PHILADELPHIA,64,1938335.204
7,1927,PHILADELPHIA,49,1938642.099
8,1927,PHILADELPHIA,43,1938945.401
9,1927,PHILADELPHIA,86,1939245.105
10,1927,PHILADELPHIA,102,1939541.206
11,1927,PHILADELPHIA,92,1939833.697
12,1927,PHILADELPHIA,125,1940122.575
13,1927,PHILADELPHIA,88,1940407.833
14,1927,PHILADELPHIA,51,1940689.466
15,1927,PHILADELPHIA,32,1940967.468
16,1927,PHILADELPHIA,19,1941241.834
17,1927,PHILADELPHIA,4,1941512.56
18,1927,PHILADELPHIA,1,1941779.638
19,1927,PHILADELPHIA,5,1942043.065
20,1927,PHILADELPHIA,2,1942302.834
21,1927,PHILADELPHIA,0,1942558.94
22,1927,PHILADELPHIA,6,1942811.378
23,1927,PHILADELPHIA,7,1943060.142
24,1927,PHILADELPHIA,9,1943305.227
25,1927,PHILADELPHIA,18,1943546.628
26,1927,PHILADELPHIA,36,1943784.338
1,1928,PHILADELPHIA,76,1944018.354
2,1928,PHILADELPHIA,110,1944248.668
3,1928,PHILADELPHIA,188,1944475.277
4,1928,PHILADELPHIA,310,1944698.174
5,1928,PHILADELPHIA,462,1944917.354
6,1928,PHILADELPHIA,730,1945132.812
7,1928,PHILADELPHIA,1027,1945344.542
8,1928,PHILADELPHIA,1877,1945552.539
9,1928,PHILADELPHIA,2537,1945756.798
10,1928,PHILADELPHIA,2879,1945957.313
11,1928,PHILADELPHIA,2403,1946154.078
12,1928,PHILADELPHIA,892,1946347.088
13,1928,PHILADELPHIA,812,1946536.339
14,1928,PHILADELPHIA,300,1946721.823
15,1928,PHILADELPHIA,138,1946903.537
16,1928,PHILADELPHIA,41,1947081.475
17,1928,PHILADELPHIA,30,1947255.631
18,1928,PHILADELPHIA,14,1947425.999
19,1928,PHILADELPHIA,20,1947592.575
20,1928,PHILADELPHIA,7,1947755.353
21,1928,PHILADELPHIA,6,1947914.328
22,1928,PHILADELPHIA,11,1948069.494
23,1928,PHILADELPHIA,12,1948220.846
24,1928,PHILADELPHIA,15,1948368.378
25,1928,PHILADELPHIA,16,1948512.085
26,1928,PHILADELPHIA,21,1948651.962
1,1929,PHILADELPHIA,19,1948788.003
2,1929,PHILADELPHIA,31,1948920.202
3,1929,PHILADELPHIA,71,1949048.555
4,1929,PHILADELPHIA,51,1949173.057
5,1929,PHILADELPHIA,95,1949293.7
6,1929,PHILADELPHIA,122,1949410.481
7,1929,PHILADELPHIA,154,1949523.394
8,1929,PHILADELPHIA,169,1949632.433
9,1929,PHILADELPHIA,112,1949737.593
10,1929,PHILADELPHIA,157,1949838.869
11,1929,PHILADELPHIA,135,1949936.254
12,1929,PHILADELPHIA,99,1950029.745
13,1929,PHILADELPHIA,69,1950119.335
14,1929,PHILADELPHIA,30,1950205.019
15,1929,PHILADELPHIA,11,1950286.791
16,1929,PHILADELPHIA,18,1950364.647
17,1929,PHILADELPHIA,3,1950438.58
18,1929,PHILADELPHIA,3,1950508.586
19,1929,PHILADELPHIA,4,1950574.658
20,1929,PHILADELPHIA,2,1950636.792
21,1929,PHILADELPHIA,3,1950694.983
22,1929,PHILADELPHIA,8,1950749.224
23,1929,PHILADELPHIA,16,1950799.51
24,1929,PHILADELPHIA,34,1950845.836
25,1929,PHILADELPHIA,34,1950888.197
26,1929,PHILADELPHIA,43,1950926.586
1,1930,PHILADELPHIA,41,1950961
2,1930,PHILADELPHIA,39,1950991.439
3,1930,PHILADELPHIA,79,1951017.932
4,1930,PHILADELPHIA,123,1951040.517
5,1930,PHILADELPHIA,171,1951059.229
6,1930,PHILADELPHIA,220,1951074.104
7,1930,PHILADELPHIA,360,1951085.18
8,1930,PHILADELPHIA,506,1951092.492
9,1930,PHILADELPHIA,638,1951096.077
10,1930,PHILADELPHIA,694,1951095.972
11,1930,PHILADELPHIA,553,1951092.211
12,1930,PHILADELPHIA,577,1951084.833
13,1930,PHILADELPHIA,445,1951073.873
14,1930,PHILADELPHIA,175,1951059.368
15,1930,PHILADELPHIA,104,1951041.354
16,1930,PHILADELPHIA,51,1951019.867
17,1930,PHILADELPHIA,29,1950994.945
18,1930,PHILADELPHIA,21,1950966.622
19,1930,PHILADELPHIA,16,1950934.935
20,1930,PHILADELPHIA,9,1950899.922
21,1930,PHILADELPHIA,8,1950861.618
22,1930,PHILADELPHIA,13,1950820.059
23,1930,PHILADELPHIA,43,1950775.282
24,1930,PHILADELPHIA,59,1950727.324
25,1930,PHILADELPHIA,47,1950676.22
26,1930,PHILADELPHIA,32,1950622.008
1,1931,PHILADELPHIA,144,1950564.723
2,1931,PHILADELPHIA,201,1950504.401
3,1931,PHILADELPHIA,277,1950441.08
4,1931,PHILADELPHIA,648,1950374.795
5,1931,PHILADELPHIA,1334,1950305.583
6,1931,PHILADELPHIA,1881,1950233.481
7,1931,PHILADELPHIA,2291,1950158.524
8,1931,PHILADELPHIA,2551,1950080.749
9,1931,PHILADELPHIA,2334,1950000.192
10,1931,PHILADELPHIA,1709,1949916.89
11,1931,PHILADELPHIA,1152,1949830.879
12,1931,PHILADELPHIA,516,1949742.196
13,1931,PHILADELPHIA,256,1949650.876
14,1931,PHILADELPHIA,79,1949556.956
15,1931,PHILADELPHIA,51,1949460.473
