Scientific Name	Taxon Author	tsn
Caupolicana piurensis	Cockerell, 1911	753975
Caupolicana pubescens	Smith, 1879	753976
Caupolicana quadrifasciata	Friese, 1898	753977
Caupolicana ruficollis	Friese, 1906	753978
Caupolicana smithiana	Friese, 1908	753979
Caupolicana specca	Snelling, 1975	655786
Caupolicana steinbachi	Friese, 1906	753980
Caupolicana subaurata	(Cresson, 1869)	655787
Caupolicana vestita	(Smith, 1879)	753981
Caupolicana weyrauchi	Moure, 1953	753982
Caupolicana wilsoni	Reed, 1947	753983
Caupolicana yarrowi	(Cresson, 1875)	655788
Crawfordapis crawfordi	(Cockerell, 1919)	754150
Crawfordapis luctuosa	(Smith, 1861)	655789
Ptiloglossa absurdipes	Friese, 1908	754097
Ptiloglossa aculeata	Friese, 1904	754098
Ptiloglossa aenigmatica	Moure, 1945	754099
Ptiloglossa amita	Moure, 1987	754100
Ptiloglossa arizonensis	Timberlake, 1946	655796
Ptiloglossa buchwaldi	Friese, 1908	655797
Ptiloglossa concinna	Moure, 1987	754101
Ptiloglossa costaricana	Moure, 1945	655798
Ptiloglossa cyaniventris	Friese, 1925	754102
Ptiloglossa decipiens	Moure, 1987	655799
Ptiloglossa decora	Moure, 1945	754103
Ptiloglossa dubia	Moure, 1945	754104
Ptiloglossa ducalis	Smith, 1853	754105
Ptiloglossa eburnea	Friese, 1904	754106
Ptiloglossa eximia	(Smith, 1861)	655800
Ptiloglossa fassli	Friese, 1925	754107
Ptiloglossa fulvonigra	Moure, 1987	655801
Ptiloglossa fulvopilosa	(Cameron, 1903)	655802
Ptiloglossa generosa	(Smith, 1879)	754108
Ptiloglossa giacomelli	Schrottky, 1914	754109
Ptiloglossa goffergei	Moure, 1953	754110
Ptiloglossa guinnae	Roberts, 1971	655803
Ptiloglossa hemileuca	Moure, 1944	754111
Ptiloglossa hondurasica	Cockerell, 1949	655804
Ptiloglossa hoplopoda	Moure, 1987	655805
Ptiloglossa immixta	Moure, 1945	754152
Ptiloglossa jonesi	Timberlake, 1946	655806
Ptiloglossa lanosa	Moure, 1945	754112
Ptiloglossa latecalcarata	Moure, 1945	754113
Ptiloglossa lucernarum	Cockerell, 1923	655807
Ptiloglossa magrettii	(Friese, 1899)	754114
Ptiloglossa matutina	(Schrottky, 1904)	754115
Ptiloglossa mayarum	Cockerell, 1912	655808
Ptiloglossa mexicana	(Cresson, 1878)	655809
Ptiloglossa olivacea	(Friese, 1898)	754116
Ptiloglossa ollantayi	Cockerell, 1911	754117
Ptiloglossa pallida	Friese, 1925	754118
Ptiloglossa pallipes	Friese, 1908	754119
Ptiloglossa pretiosa	(Friese, 1898)	754120
Ptiloglossa psednozona	Moure, 1947	754121
Ptiloglossa rugata	Moure, 1945	754122
Ptiloglossa stafuzzai	Moure, 1945	754123
Ptiloglossa steinheili	Friese, 1899	754124
Ptiloglossa styphlaspis	Moure, 1945	754125
Ptiloglossa tarsata	(Friese, 1900)	754126
Ptiloglossa tenuimarginata	(Smith, 1879)	655810
Ptiloglossa thoracica	(Fox, 1895)	655811
Ptiloglossa tomentosa	(Friese, 1898)	754127
Ptiloglossa torquata	Moure, 1987	754128
Ptiloglossa trichrootricha	Moure, 1987	754153
Ptiloglossa virgili	(Friese, 1900)	754129
Ptiloglossa willinki	Moure, 1953	754130
Ptiloglossa wilmattae	Cockerell, 1949	655812
Ptiloglossa xanthorhina	Moure, 1945	754131
Ptiloglossa xanthotricha	Moure, 1945	754132
Willinkapis chalybaea	(Friese, 1906)	754151
Willinkapis melanotricha	Moure, 1969	754133
Willinkapis perornata	Moure, 1969	754134
Zikanapis brethesi	Compagnucci, 2006	754138
Zikanapis clypeata	(Smith, 1879)	754155
Zikanapis copo	Compagnucci, 2006	754139
Zikanapis elegans	(Timberlake, 1965)	754156
Zikanapis foersteri	Moure & Seabra, 1962	754140
Zikanapis funeraria	Moure, 1964	754141
Zikanapis inbio	(Michener, Engel & Ayala, 2003)	754157
Zikanapis megalopta	Moure, 1948	754142
Zikanapis modesta	Moure, 1964	754143
Zikanapis rozenorum	(Michener, Engel & Ayala, 2003)	754158
Zikanapis seabrai	Moure, 1953	754144
Zikanapis tucumana	(Moure, 1945)	754145
Zikanapis zikani	(Friese, 1925)	754146
Cadeguala albopilosa	(Spinola, 1851)	655819
Cadeguala occidentalis	(Haliday, 1836)	655818
Cadegualina andina	(Friese, 1925)	655820
Cadegualina sericata	(Friese, 1925)	753954
Diphaglossa gayi	Spinola, 1851	655821
Mydrosoma aterrimum	(Friese, 1925)	754092
Mydrosoma bohartorum	Michener, 1986	655790
Mydrosoma brooksi	Michener, 1986	655791
Mydrosoma inusitatum	(Snelling, 1980)	655792
Mydrosoma longitarse	(Friese, 1925)	754093
Mydrosoma micheneri	Packer, 2007	754094
Mydrosoma opalinum	(Smith, 1862)	754095
Mydrosoma saussurei	(Vachal, 1909)	655793
Mydrosoma serratum	(Friese, 1899)	655794
Mydrosoma sinaloa	Michener, 1986	655795
Mydrosomella cleia	Graf & Urban, 2001	754096
Mydrosomella gaullei	(Vachal, 1904)	655822
Ptiloglossidia fallax	Moure, 1953	655823
Brachyhesma angularis	Exley, 1977	716609
Brachyhesma antennata	Exley, 1977	716610
Brachyhesma apicalis	Exley, 1969	716611
Brachyhesma aurata	Exley, 1977	716612
Brachyhesma barrowensis	Exley, 1968	716613
Brachyhesma bitrichopedalis	Exley, 1968	716633
Brachyhesma carnarvonensis	Exley, 1977	716614
Brachyhesma cavagnari	Exley, 1968	716634
Brachyhesma cooki	Michener, 1965	716635
Brachyhesma dedari	Exley, 1968	716615
Brachyhesma deserticola	Exley, 1968	716631
Brachyhesma femoralis	Exley, 1977	716616
Brachyhesma grossopedalis	Exley, 1977	716617
Brachyhesma healesvillensis	Exley, 1968	716636
Brachyhesma houstoni	Exley, 1968	716618
Brachyhesma hypoxantha	(Rayment, 1934)	716619
Brachyhesma incompleta	Michener, 1965	716637
Brachyhesma isae	Exley, 1977	716620
Brachyhesma josephinae	Exley, 1968	716638
Brachyhesma katherinensis	Exley, 1974	716639
Brachyhesma longicornis	Exley, 1968	716621
Brachyhesma macdonaldensis	Exley, 1968	716632
Brachyhesma matarankae	Exley, 1977	716622
Brachyhesma microxantha	(Cockerell, 1914)	716640
Brachyhesma minya	Exley, 1975	716641
Brachyhesma monteithae	Exley, 1975	716623
Brachyhesma morvenensis	Exley, 1974	716624
Brachyhesma nabarleki	Exley, 1977	716642
Brachyhesma newmanensis	Exley, 1977	716643
Brachyhesma nigricornis	Exley, 1975	716625
Brachyhesma paucivenata	Exley, 1977	716644
Brachyhesma perlutea	(Cockerell, 1916)	716626
Brachyhesma renneri	Exley, 1968	716627
Brachyhesma rossi	Exley, 1968	716645
Brachyhesma scapata	Exley, 1977	716608
Brachyhesma storeyi	Exley, 1977	716646
Brachyhesma sulphurella	(Cockerell, 1913)	716628
Brachyhesma triangularis	Exley, 1977	716629
Brachyhesma trichopterota	Exley, 1968	716647
Brachyhesma ventralis	Exley, 1977	716648
Brachyhesma wyndhami	Exley, 1968	716630
Callohesma albiceris	(Exley, 1974)	716649
Callohesma aurantifera	(Cockerell, 1912)	716650
Callohesma aureopicta	(Cockerell, 1929)	716651
Callohesma calliopsella	(Cockerell, 1910)	716652
Callohesma calliopsiformis	(Cockerell, 1905)	716653
Callohesma campbelli	(Cockerell, 1929)	716654
Callohesma chlora	(Exley, 1974)	716655
Callohesma coolgardensis	(Exley, 1974)	716656
Callohesma eustonensis	(Exley, 1974)	716657
Callohesma euxantha	(Perkins, 1912)	716658
Callohesma flava	(Exley, 1974)	716659
Callohesma flavopicta	(Smith, 1879)	716660
Callohesma geminata	(Cockerell, 1911)	716661
Callohesma karratha	(Exley, 1974)	716662
Callohesma lacteipennis	(Michener, 1965)	716663
Callohesma lucida	(Exley, 1974)	716664
Callohesma matthewsi	(Exley, 1974)	716665
Callohesma megachlora	(Exley, 1974)	716666
Callohesma nigripicta	(Exley, 1974)	716667
Callohesma occidentalis	(Exley, 1974)	716668
Callohesma ornatula	(Cockerell, 1929)	716669
Callohesma pedalis	(Exley, 1974)	716670
Callohesma picta	(Smith, 1854)	716671
Callohesma quadrimaculata	(Smith, 1879)	716672
Callohesma queenslandensis	(Exley, 1974)	716673
Callohesma recta	(Exley, 1974)	716674
Callohesma rieki	(Exley, 1974)	716675
Callohesma setula	(Exley, 1974)	716676
Callohesma sinapipes	(Cockerell, 1910)	716677
Callohesma skermani	(Exley, 1974)	716678
Callohesma splendens	(Exley, 1974)	716679
Callohesma sulphurea	(Michener, 1965)	716680
Callohesma tibialis	(Cardale, 1993)	716681
Callohesma townsvillensis	(Exley, 1974)	716682
Dasyhesma abnormis	(Rayment, 1935)	716683
Dasyhesma albula	Exley, 2004	716684
Dasyhesma areola	Exley, 2004	716685
Dasyhesma argentea	Exley, 2004	716686
Dasyhesma aurea	Exley, 2004	716687
Dasyhesma baeckea	Exley, 2004	716688
Dasyhesma boharti	Exley, 2004	716689
Dasyhesma brevipalpa	Exley, 2004	716690
Dasyhesma clypeata	Exley, 2004	716691
Dasyhesma coolgardensis	Exley, 2004	716692
Dasyhesma depressa	Exley, 2004	716693
Dasyhesma dilata	Exley, 2004	716694
Dasyhesma forrestii	Exley, 2004	716695
Dasyhesma galbina	Exley, 2004	716696
Dasyhesma lepidophyllae	Exley, 2004	716697
Dasyhesma muelleriana	Exley, 2004	716698
Dasyhesma robusta	Michener, 1965	716699
Dasyhesma scholtziae	Exley, 2004	716700
Dasyhesma simulata	Exley, 2004	716701
Dasyhesma spicata	Exley, 2004	716702
Dasyhesma syntoma	Exley, 2004	716703
Euhesma acantha	Exley, 2004	716707
Euhesma alicia	(Exley, 1998)	716708
Euhesma allunga	Exley, 2001	716709
Euhesma altitudinis	(Cockerell, 1914)	716710
Euhesma anthracocephala	(Cockerell, 1914)	716711
Euhesma atra	(Exley, 1998)	716712
Euhesma aurata	(Exley, 1998)	716713
Euhesma aureophila	(Houston, 1992)	716714
Euhesma australis	(Michener, 1965)	716715
Euhesma balladonia	(Exley, 1998)	716716
Euhesma banksia	Exley, 2001	716717
Euhesma bronzus	Exley, 2001	716718
Euhesma catanii	(Rayment, 1949)	716704
Euhesma collaris	Exley, 2004	716719
Euhesma coppinensis	(Exley, 1998)	716720
Euhesma crabronica	(Cockerell, 1914)	716721
Euhesma cuneifolia	(Exley, 1998)	716722
Euhesma dolichocephala	(Rayment, 1953)	716723
Euhesma dongara	Exley, 2001	716724
Euhesma endeavouricola	(Strand, 1921)	716705
Euhesma evansi	Exley, 2002	716725
Euhesma fasciatella	(Cockerell, 1907)	716726
Euhesma filicis	(Cockerell, 1926)	716727
Euhesma flavocuneata	(Cockerell, 1915)	716728
Euhesma goodeniae	(Cockerell, 1926)	716729
Euhesma granitica	(Exley, 1998)	716730
Euhesma halictina	(Cockerell, 1920)	716731
Euhesma hemichlora	(Cockerell, 1914)	716732
Euhesma hemixantha	(Cockerell, 1914)	716733
Euhesma hyphesmoides	(Michener, 1965)	716734
Euhesma inconspicua	(Cockerell, 1913)	716735
Euhesma latissima	(Cockerell, 1914)	716736
Euhesma leonora	(Exley, 1998)	716737
Euhesma lobata	Exley, 2001	716738
Euhesma loorea	Exley, 2004	716739
Euhesma lucida	Exley, 2002	716740
Euhesma lutea	(Rayment, 1934)	716741
Euhesma macrayae	(Exley, 1998)	716742
Euhesma maculifera	(Michener, 1965)	716743
Euhesma malaris	(Michener, 1965)	716744
Euhesma maura	(Cockerell, 1927)	716745
Euhesma meeka	(Exley, 1998)	716746
Euhesma melanosoma	(Cockerell, 1914)	716747
Euhesma morrisoni	(Houston, 1992)	716748
Euhesma nalbarra	(Exley, 1998)	716749
Euhesma neglectula	(Cockerell, 1905)	716750
Euhesma newmanensis	(Exley, 1998)	716751
Euhesma nitidifrons	(Smith, 1879)	716752
Euhesma nubifera	(Cockerell, 1922)	716753
Euhesma palpalis	(Michener, 1965)	716754
Euhesma pantoni	(Exley, 1998)	716755
Euhesma perditiformis	(Cockerell, 1910)	716756
Euhesma perkinsi	(Michener, 1965)	716757
Euhesma pernana	(Cockerell, 1905)	716758
Euhesma platyrhina	(Cockerell, 1915)	716759
Euhesma rainbowi	(Cockerell, 1929)	716760
Euhesma ricae	(Rayment, 1948)	716761
Euhesma ridens	(Cockerell, 1913)	716762
Euhesma rufiventris	(Michener, 1965)	716763
Euhesma scoparia	(Exley, 1998)	716764
Euhesma semaphore	(Houston, 1992)	716765
Euhesma serrata	(Cockerell, 1927)	716766
Euhesma spinola	Exley, 2001	716767
Euhesma sturtiensis	(Exley, 1998)	716768
Euhesma subinconspicua	(Rayment, 1934)	716769
Euhesma sulcata	(Exley, 1998)	716770
Euhesma sybilae	Exley, 2001	716771
Euhesma symmetra	(Exley, 1998)	716772
Euhesma tarsata	(Alfken, 1907)	716706
Euhesma tasmanica	(Cockerell, 1918)	716773
Euhesma thala	Exley, 2002	716774
Euhesma tuberculata	(Rayment, 1939)	716775
Euhesma tuberculipes	(Michener, 1965)	716788
Euhesma tubulifera	(Houston, 1983)	716776
Euhesma undeneya	Exley, 2002	716777
Euhesma undulata	(Cockerell, 1914)	716778
Euhesma viridescens	Exley, 2001	716779
Euhesma wahlenbergiae	(Michener, 1965)	716780
Euhesma walkeri	(Exley, 1998)	716781
Euhesma walkeriana	(Cockerell, 1905)	716782
Euhesma wiluna	(Exley, 1998)	716783
Euhesma wowine	Exley, 2002	716784
Euhesma xana	Exley, 2001	716785
Euhesma yeatsi	Exley, 2002	716786
Euhesma yellowdinensis	(Exley, 1998)	716787
Euryglossa adelaidae	Cockerell, 1905	716789
Euryglossa alincia	Exley, 1976	716790
Euryglossa angelesi	Exley, 1976	716791
Euryglossa antennata	(Rayment, 1935)	716792
Euryglossa aureopilosa	Rayment, 1935	716793
Euryglossa calaina	Exley, 1976	716794
Euryglossa capitata	Exley, 1976	716795
Euryglossa cupreochalybea	Smith, 1853	716796
Euryglossa depressa	Smith, 1853	716797
Euryglossa edwardsii	Cockerell, 1907	716798
Euryglossa ephippiata	Smith, 1862	716799
Euryglossa frenchii	Cockerell, 1910	716800
Euryglossa glabra	Exley, 1976	716801
Euryglossa grisea	(Alfken, 1907)	716802
Euryglossa haematura	Cockerell, 1911	716803
Euryglossa hardyi	Exley, 1976	716804
Euryglossa homora	Exley, 1976	716805
Euryglossa jucunda	Smith, 1879	716806
Euryglossa laevigatum	(Smith, 1879)	716807
Euryglossa limata	Exley, 1976	716808
Euryglossa liopa	Exley, 1976	716809
Euryglossa millstreamensis	Exley, 1976	716810
Euryglossa myrrhina	Exley, 1976	716811
Euryglossa nigrocaerulea	Cockerell, 1913	716812
Euryglossa noosae	Exley, 1976	716813
Euryglossa pammicta	Exley, 1976	716814
Euryglossa pavonura	Cockerell, 1910	716815
Euryglossa politifrons	Cockerell, 1922	716816
Euryglossa rhodochlora	Cockerell, 1914	716817
Euryglossa rubricata	Smith, 1879	716818
Euryglossa salaris	Cockerell, 1910	716819
Euryglossa schomburgki	Cockerell, 1910	716820
Euryglossa subfusa	Cockerell, 1910	716821
Euryglossa subsericea	Cockerell, 1905	716822
Euryglossa terminata	Smith, 1853	716823
Euryglossa tolgae	Exley, 1976	716824
Euryglossa trichoda	Exley, 1976	716825
Euryglossa victoriae	Cockerell, 1910	716826
Euryglossina angulifacies	Exley, 1968	716872
Euryglossina argocephala	Exley, 1968	716873
Euryglossina atomaria	(Cockerell, 1914)	716874
Euryglossina atra	Exley, 1968	716835
Euryglossina aurantia	Exley, 1969	716875
Euryglossina bowenensis	Exley, 1968	716836
Euryglossina cardaleae	(Exley, 1968)	716862
Euryglossina clypearis	(Exley, 1980)	716863
Euryglossina clypearis	Exley, 1976	716837
Euryglossina cockerelli	Perkins, 1912	716838
Euryglossina cornuta	(Cockerell, 1929)	716827
Euryglossina crococephala	Exley, 1968	716876
Euryglossina darwiniensis	(Exley, 1974)	716828
Euryglossina doddi	(Exley, 1968)	716864
Euryglossina doddi	(Perkins, 1912)	716877
Euryglossina douglasi	Exley, 1968	716839
Euryglossina flaviventris	Cockerell, 1916	716840
Euryglossina flavolateralis	Michener, 1965	716878
Euryglossina fuscescens	Cockerell, 1929	716841
Euryglossina gigantica	(Exley, 1974)	716865
Euryglossina gigantocephala	Exley, 1968	716842
Euryglossina gilberti	(Cockerell, 1910)	716879
Euryglossina glauerti	(Rayment, 1934)	716880
Euryglossina glenmorganensis	Exley, 1968	716843
Euryglossina globuliceps	(Cockerell, 1918)	716881
Euryglossina gracilis	Exley, 1968	716882
Euryglossina grandigena	Exley, 1968	716883
Euryglossina haemodonta	Exley, 1969	716844
Euryglossina healesvillensis	Exley, 1968	716845
Euryglossina hypochroma	Cockerell, 1916	716846
Euryglossina incompleta	(Exley, 1974)	716829
Euryglossina intermedia	Michener, 1965	716847
Euryglossina kellyi	Exley, 1968	716848
Euryglossina leucognatha	(Exley, 1974)	716866
Euryglossina leyburnensis	Exley, 1983	716884
Euryglossina lobiocula	Exley, 1968	716849
Euryglossina lynettae	(Rayment, 1955)	716850
Euryglossina macrostoma	(Cockerell, 1929)	716885
Euryglossina megalocephala	Exley, 1968	716886
Euryglossina melanocephala	Exley, 1968	716887
Euryglossina melanognatha	(Exley, 1980)	716867
Euryglossina mellea	(Cockerell, 1929)	716861
Euryglossina micheneri	Exley, 1968	716888
Euryglossina minima	(Cockerell, 1910)	716830
Euryglossina moonbiensis	(Exley, 1968)	716868
Euryglossina mutica	(Cockerell, 1912)	716851
Euryglossina narifera	(Cockerell, 1915)	716852
Euryglossina neominima	(Exley, 1974)	716831
Euryglossina nigra	Exley, 1968	716853
Euryglossina nothula	(Cockerell, 1922)	716889
Euryglossina oenpelli	(Exley, 1982)	716832
Euryglossina perkinsi	Michener, 1965	716833
Euryglossina perpusilla	(Cockerell, 1910)	716854
Euryglossina philoxantha	Cockerell, 1929	716855
Euryglossina polita	Exley, 1968	716890
Euryglossina proctotrypoides	Cockerell, 1913	716856
Euryglossina proserpinensis	Exley, 1968	716891
Euryglossina pseudoatomaria	Exley, 1968	716892
Euryglossina psilosoma	Exley, 1968	716893
Euryglossina pulcherrima	Exley, 1968	716894
Euryglossina pulchra	Exley, 1968	716895
Euryglossina scapata	(Exley, 1980)	716869
Euryglossina semipurpurea	(Cockerell, 1910)	716857
Euryglossina storeyi	Exley, 1976	716858
Euryglossina stygica	Exley, 1968	716859
Euryglossina subnothula	(Cockerell, 1929)	716896
Euryglossina sulcata	Exley, 1968	716897
Euryglossina townsvillensis	Exley, 1968	716860
Euryglossina tuberculata	(Exley, 1980)	716870
Euryglossina walkeri	(Exley, 1980)	716871
Euryglossina weiri	(Exley, 1974)	716834
Euryglossina xanthocephala	Exley, 1968	716898
Euryglossina xanthogena	(Rayment, 1935)	716899
Euryglossula carnarvonensis	Exley, 1968	716900
Euryglossula chalcosoma	(Cockerell, 1913)	716901
Euryglossula deserti	Exley, 1968	716902
Euryglossula flava	Exley, 1968	716903
Euryglossula fultoni	(Cockerell, 1913)	716904
Euryglossula microdonta	(Rayment, 1934)	716905
Euryglossula variepicta	Exley, 1969	716906
Heterohesma clypeata	(Rayment, 1954)	716907
Heterohesma weiri	Exley, 1983	716908
Hyphesma atromicans	(Cockerell, 1913)	716909
Hyphesma barrowensis	Exley, 1975	716910
Hyphesma cardaleae	Exley, 1975	716911
Hyphesma cooba	Exley, 1975	716912
Hyphesma federalis	Exley, 1975	716913
Hyphesma nitidiceps	(Cockerell, 1912)	716914
Hyphesma nukarnensis	Exley, 1975	716915
Melittosmithia adelaidae	(Friese, 1924)	716916
Melittosmithia carinata	(Smith, 1862)	716917
Melittosmithia froggattiana	(Cockerell, 1905)	716918
Melittosmithia subtilis	Cockerell, 1926	716919
Pachyprosopis angophorae	Cockerell, 1912	716935
Pachyprosopis cornuta	Exley, 1972	716921
Pachyprosopis eucalypti	Exley, 1972	716936
Pachyprosopis eucyrta	Exley, 1972	716937
Pachyprosopis flava	Exley, 1976	716928
Pachyprosopis flavicauda	Cockerell, 1912	716929
Pachyprosopis georgica	Cockerell, 1929	716922
Pachyprosopis grossoscapus	Exley, 1976	716938
Pachyprosopis hackeri	Cockerell, 1916	716923
Pachyprosopis haematostoma	Cockerell, 1913	716924
Pachyprosopis holoxanthopus	Cockerell, 1914	716925
Pachyprosopis indicans	Cockerell, 1918	716939
Pachyprosopis kellyi	Cockerell, 1916	716930
Pachyprosopis kununurra	Exley, 1976	716931
Pachyprosopis melanognathus	Exley, 1976	716940
Pachyprosopis mirabilis	Perkins, 1908	716926
Pachyprosopis paupercula	(Cockerell, 1915)	716920
Pachyprosopis plebeia	Cockerell, 1910	716941
Pachyprosopis psilosomata	Exley, 1972	716927
Pachyprosopis purnongensis	(Rayment, 1928)	716932
Pachyprosopis sternotricha	Exley, 1972	716942
Pachyprosopis trichopoda	Exley, 1972	716933
Pachyprosopis xanthodonta	(Cockerell, 1913)	716934
Pachyprosopis xanthometopa	Exley, 1972	716943
Sericogaster fasciata	Westwood, 1835	716944
Stenohesma nomadiformis	Michener, 1965	716945
Tumidihesma flaviceps	Exley, 1996	716946
Tumidihesma tridentata	Exley, 1996	716947
Xanthesma argosomata	Exley, 1969	716966
Xanthesma baringa	(Exley, 1978)	716956
Xanthesma blanda	(Smith, 1879)	716979
Xanthesma brachycera	(Cockerell, 1914)	716967
Xanthesma chrysea	(Exley, 1969)	716980
Xanthesma clara	(Exley, 1974)	716948
Xanthesma clethrosema	(Exley, 1969)	716981
Xanthesma clypearis	(Michener, 1965)	716982
Xanthesma dasycephala	Exley, 1969	716968
Xanthesma deloschema	(Exley, 1969)	716949
Xanthesma eremica	(Exley, 1969)	716950
Xanthesma euxesta	(Exley, 1969)	716951
Xanthesma evansi	(Michener, 1965)	716983
Xanthesma fasciata	(Exley, 1969)	716984
Xanthesma federalis	(Michener, 1965)	716985
Xanthesma flava	Michener, 1965	716969
Xanthesma flavicauda	(Michener, 1965)	716986
Xanthesma foveolata	(Exley, 1978)	716957
Xanthesma furcifera	(Cockerell, 1913)	716970
Xanthesma hirsutoscapa	(Exley, 1969)	716987
Xanthesma infuscata	(Exley, 1978)	716958
Xanthesma isae	(Exley, 1978)	716959
Xanthesma lasiosomata	Exley, 1969	716971
Xanthesma levis	(Exley, 1978)	716960
Xanthesma lucida	(Exley, 1974)	716952
